190.0,200.0
190,200
190,200
190,199
190,199
190,199
190,198
190,198
190,197
190,197
190,197
190,196
190,196
190,196
190,195
190,195
190,194
190,194
190,194
190,193
190,193
190,193
190,192
190,192
190,191
190,191
190,191
190,190
190,190
190,190
190,189
190,189
190,188
190,188
190,188
190,187
190,187
190,187
190,186
190,186
190,185
190,185
190,185
190,184
190,184
190,184
190,183
190,183
190,182
190,182
190,182
190,181
190,181
190,181
190,180
190,180
190,179
190,179
190,179
190,178
190,178
190,178
190,177
190,177
190,176
190,176
190,176
190,175
190,175
190,175
190,174
190,174
190,173
190,173
190,173
190,172
190,172
190,172
190,171
190,171
190,170
190,170
190,170
190,169
190,169
190,169
190,168
190,168
190,167
190,167
190,167
190,166
190,166
190,166
190,165
190,165
190,164
190,164
190,164
190,163
190,163
190,163
190,162
190,162
190,161
190,161
190,161
190,160
190,160
190,160
190,159
190,159
190,158
190,158
190,158
190,157
190,157
190,157
190,156
190,156
190,155
190,155
190,155
190,154
190,154
190,154
190,153
190,153
190,152
190,152
190,152
190,151
190,151
190,151
190,150
190,150
190,149
190,149
190,149
190,148
190,148
190,148
190,147
190,147
190,146
190,146
190,146
190,145
190,145
190,145
190,144
190,144
190,143
190,143
190,143
190,142
190,142
190,142
190,141
190,141
190,140
190,140
190,140
190,139
190,139
190,139
190,138
190,138
190,137
190,137
190,137
190,136
190,136
190,136
190,135
190,135
190,134
190,134
190,134
190,133
190,133
190,133
190,132
190,132
190,131
190,131
190,131
190,130
190,130
190,130
190,129
190,129
190,128
190,128
190,128
190,127
190,127
190,127
190,126
190,126
190,125
190,125
190,125
190,124
190,124
190,124
190,123
190,123
190,122
190,122
190,122
190,121
190,121
190,121
190,120
190,120
190,119
190,119
190,119
190,118
190,118
190,118
190,117
190,117
190,116
190,116
190,116
190,115
190,115
190,115
190,114
190,114
190,113
190,113
190,113
190,112
190,112
190,112
190,111
190,111
190,110
190,110
190,110
190,109
190,109
190,109
190,108
190,108
190,107
190,107
190,107
190,106
190,106
190,106
190,105
190,105
190,104
190,104
190,104
190,103
190,103
190,103
190,102
190,102
190,101
190,101
190,101
190,100
190,100
190,100
190,99
190,99
190,98
190,98
190,98
190,97
190,97
190,97
190,96
190,96
190,95
190,95
190,95
190,94
190,94
190,94
190,93
190,93
190,92
190,92
190,92
190,91
190,91
190,91
190,90
190,90
190,89
190,89
190,89
190,88
190,88
190,88
190,87
190,87
190,86
190,86
190,86
190,85
190,85
190,85
190,84
190,84
190,83
190,83
190,83
190,82
190,82
190,82
190,81
190,81
190,80
190,80
190,80
190,79
190,79
190,79
190,78
190,78
190,77
190,77
190,77
190,76
190,76
190,76
190,75
190,75
190,74
190,74
190,74
190,73
190,73
190,73
190,72
190,72
190,71
190,71
190,71
190,70
190,70
190,70
190,69
190,69
190,68
190,68
190,68
190,67
190,67
190,67
190,66
190,66
190,65
190,65
190,65
190,64
190,64
190,64
190,63
190,63
190,62
190,62
190,62
190,61
190,61
190,61
190,60
190,60
190,59
190,59
190,59
190,58
190,58
190,58
190,57
190,57
190,56
190,56
190,56
190,55
190,55
190,55
190,54
190,54
190,53
190,53
190,53
190,52
190,52
190,52
190,51
190,51
190,50
190,50
190,50
190,49
190,49
190,49
190,48
190,48
190,47
190,47
190,47
190,46
190,46
190,46
190,45
190,45
190,44
190,44
190,44
190,43
190,43
190,43
190,42
190,42
190,41
190,41
190,41
190,40
190,40
190,40
190,39
190,39
190,38
190,38
190,38
190,37
190,37
190,37
190,36
190,36
190,35
190,35
190,35
190,34
190,34
190,34
190,33
190,33
190,32
190,32
190,32
190,31
190,31
190,31
190,30
190,30
190,29
190,29
190,29
190,28
190,28
190,28
190,27
190,27
190,26
190,26
190,26
190,25
190,25
190,25
190,24
190,24
190,23
190,23
190,23
190,22
190,22
190,22
190,21
190,21
190,20
190,20
190,20
190,19
190,19
190,19
190,18
190,18
190,17
190,17
190,17
190,16
190,16
190,16
190,15
190,15
190,14
190,14
190,14
190,13
190,13
190,13
190,12
190,12
190,11
190,11
190,11
190,10
190,10
190,10
190,9
190,9
190,8
190,8
190,8
190,7
190,7
190,7
190,6
190,6
190,5
190,5
190,5
190,4
190,4
190,4
190,3
190,3
190,2
190,2
190,2
190,1
190,1
190,1
190,0
190,0
190,0
190,0
190,0
190,-1
190,-1
190,-1
190,-2
190,-2
190,-3
190,-3
190,-3
190,-4
190,-4
190,-4
190,-5
190,-5
190,-6
190,-6
190,-6
190,-7
190,-7
190,-7
190,-8
190,-8
190,-9
190,-9
190,-9
190,-10
190,-10
190,-10
190,-11
190,-11
190,-12
190,-12
190,-12
190,-13
190,-13
190,-13
190,-14
190,-14
190,-15
190,-15
